Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
3/29/2023 11:29,United States ,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,200-1000,Senior Scientist I,Bachelors or Equivalent,None,Preclinical development. No direct reports.,8,145600,N/A (no overtime/salaried),17420,Not Applicable/None,,,1% match,100% paid by employer,4%,,
3/29/2023 13:01,United States ,Bay Area ,Pharmaceutical (including “big pharma”),Big pharma ,Subsidiary,200-1000,Sr Principal Scientist ,Bachelors or Equivalent,None,,7,150000,N/A (no overtime/salaried),68000,8000-16000,25000,8-16k a year ,6% and pension ,HSA $80/month 600 contribution by company ,Have not been long enough to have an annual yearly raise,,
3/29/2023 13:06,United States ,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Director,Bachelors or Equivalent,None,,19,206000,N/A (no overtime/salaried),51500,Not Applicable/None,,,6% 401K match,,3,,
3/29/2023 14:06,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr. RA,Bachelors or Equivalent,None,Analytical Development/Molecular Bio. optimizing assays and performing in-house sequencing services for my department and other R&D teams,3,86320,N/A (no overtime/salaried),4100,Not Applicable/None,0,I know I got some options but I can't remember how many tbh,401k 3% contribution regardless of employee contribution,"Two plan options both ppo, company covers deductable with hra with the high premium plan (200/month for individual)  contributes the same to an HSA for the low premium plan (40/month for individual). Dental and vision they cover in full. Coverage available for family but close to double premiums",Have not been long enough to have an annual yearly raise,,It's pretty normal start up vibes. Sometimes stressful but not too bad. There was a lay off before I statre that did drastically reduce the size of r&d and shifted the culture 
3/29/2023 15:32,United States ,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director of Manufacturing,Bachelors or Equivalent,None,Manage External GMP Manufacturing vendors (antibody and drug product) ,20,206000,N/A (no overtime/salaried),42000,80000,,,100% up to 4%,,6,,
3/29/2023 15:42,United States ,New Jersey,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Principal Scientist,PhD or Equivalent,None,Manage 3-4 junior scientists,6,154000,N/A (no overtime/salaried),23000,40000,10000,,6% 401k match,,4,,
3/29/2023 20:56,United States ,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Associate Director,Bachelors or Equivalent,None,Regulatory Operations,11,180000,N/A (no overtime/salaried),22%,40000,,,"4% match, yearly slowly vesting grant which is based on age+years of service - currently 5.5% for me","cheap HSA, 900 per year contribution from employer",5%,,Love working here. good work life balance. company cares about its employees
3/29/2023 23:50,United States ,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Director ,PhD or Equivalent,None,Technical Operations,12,210000,N/A (no overtime/salaried),52000,110000,50000,,5% 401k match,,5,50000,
3/30/2023 1:08,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Principal Scientist,PhD or Equivalent,None,"Do a mix of bioinformatics, assay development, and managing screening efforts. Manage 2 junior scientists.",4,151000,N/A (no overtime/salaried),"22,650",Not Applicable/None,2000,5 year vesting schedule with 1 year cliff (newer options are now a 4 year schedule). ,3% 401k match,Blue cross -- 90% of costs covered by company. $2k deductible. $2k HSA contribution made by employer.,4.25,4000,"Decent company. Not perfect, but could be far worse. Pay is a little below competitors, but reasonable overall."
3/30/2023 9:20,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist III,PhD or Equivalent,None,"Assay development, Clinical trial support",15,200000,N/A (no overtime/salaried),20%,10%,0,None,401 match 6%,PPO,"4% for 2023, lower most years",0,"Wonderful culture, but frustration on lower level lab heads regarding operational support"
3/30/2023 20:41,United States ,Indianapolis,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Post-doctoral Scientist,PhD or Equivalent,None,,1,84000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,401K 6% match,,9%,10000,
3/30/2023 21:26,United States ,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,,4,95000,N/A (no overtime/salaried),9500,Not Applicable/None,,,,,5.56,,
3/30/2023 23:48,United States ,Southeast,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,"Medicinal Chemistry, No Direct Reports",2,104000,N/A (no overtime/salaried),15%,3200,,Options and RSU granted annually. 4 year vesting cycle,5 % 401 K Match,,4%,18000,
3/31/2023 20:12,United States ,NYC,Pharmaceutical (including “big pharma”),Regeneron,Public,5000+,Senior Manager,PhD or Equivalent,None,Competitive intelligence and business development,6,175000,N/A (no overtime/salaried),29750,Not Applicable/None,25000,"Options vest annually, RSU grants vest every 2 years",401K match is paid in company stock,"Most robust health insurance plan is ~$240/month; $500 deductible, $3,000 OOP max",Have not been long enough to have an annual yearly raise,,Very positive so far
4/1/2023 1:27,United States ,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate II,Bachelors or Equivalent,None,,7,63000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,1200 vested over 3 years,3% 401K match,"PPO, FSA",Company/Institution does not have annual yearly raise,0,
4/1/2023 16:10,United States ,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Research Associate II,Bachelors or Equivalent,None,,2,90640,N/A (no overtime/salaried),10%,Not Applicable/None,,,,,3,,
4/2/2023 1:00,United States ,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr Director,PhD or Equivalent,None,,12,250000,N/A (no overtime/salaried),50000,Not Applicable/None,,,401k match 3%,Free,Have not been long enough to have an annual yearly raise,,
4/3/2023 2:46,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,"Manager, R&D Operations",Masters or Equivalent,None,"Research and Development cross-functional supporting multiple programs, aligning budget, timelines, and deliverables. ",8,153920,N/A (no overtime/salaried),23088,30000,10000,RSU and Options,401k match - up to 6%,"Health, dental, and vision",4%,,
4/3/2023 11:01,United States ,Boston,Pharmaceutical (including “big pharma”),Scorpion Therapeutics,Private,50-200,Senior Scientist I,PhD or Equivalent,None,,2,150000,N/A (no overtime/salaried),15,Not Applicable/None,15000,,,,5%,,
4/3/2023 11:13,United States,Los Angeles,Pharmaceutical (including “big pharma”),Gilead (Kite Pharma),Public,5000+,Quality Engineer III,PhD or Equivalent,None,,1,112000,N/A (no overtime/salaried),12000,25000,0,0,Standard Gilead $150000 401k match,"Subsidized PPO for PPO, HSA contributions for HSA",Have not been long enough to have an annual yearly raise,0,"My individual role has some issues, but I like the overall company. "
4/3/2023 20:16,United States,Denver,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Principal Scientist,PhD or Equivalent,None,Discovery R&D,4,138000,N/A (no overtime/salaried),20700,6000,,,4.5% 401K Match; 6% annual lump sum,,5.5,,
4/3/2023 20:48,United States,Philadelphia ,Pharmaceutical (including “big pharma”),J&J,Public,5000+,Scientist,PhD or Equivalent,None,,1,130000,N/A (no overtime/salaried),16000,Not Applicable/None,10000,,,,4,5000,
4/4/2023 21:24,United States,Boston,Pharmaceutical (including “big pharma”),Novartis,Public,5000+,Research Scientist II,Masters or Equivalent,None,,0,99750,N/A (no overtime/salaried),7%,Not Applicable/None,15000,ESPP,401k match 4%,,5%,,
4/10/2023 20:24,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,"Assist in lab work, study/project planning, data analysis, data communication",3,105000,N/A (no overtime/salaried),5500,Not Applicable/None,5000,7000 options at signing 4 year vest 1 year cliff,1/2 401k match to 3%,Extensive and affordable,4.20%,,"I love love love my job. Mostly due to the freedom and responsibility I am given by my manager, whom I followed from my previous lab one year after they left. Its all about the people you directly work with"
4/12/2023 13:56,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,"Scientist, PD",Masters or Equivalent,None,Downstream pd,4,107000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,4000,,,,Have not been long enough to have an annual yearly raise,,
4/15/2023 0:13,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Computational Biologist,PhD or Equivalent,None,Research computational experimental design and data analysis methods for new therapeutic products. Develop methods into regulated clinical lab workflows with software. Manage 1-3 post-PhD individual contributors. Present to internal and external stakeholders. Coordinate across teams for projects.,2,149000,N/A (no overtime/salaried),22000,60000,5000,No options - equity is in restricted stock units (RSUs),3000 annual match ,"Option between FSA or HSA plan. For HSA plan, employer diverts about $80/month of your pre-tax salary to the HSA account. $3000 deductible. Annual max out of pocket spend is $6000. Regular checkups, dental and eye exams are completely covered.",5,20000,"Good work culture at the level below my VP, but senior executives are disorganized and disconnected from employees, so employees generally have low confidence in them. Day to day experience at the company is good, but long term survival of the company is unclear. We also have a discretionary vacation policy and generally good boundaries about not working past 5pm or during weekends/holidays. The company is still small/young enough that it’s possible to move up relatively fast if you’re motivated and effective and can find a path to getting results in a somewhat disorganized environment. "
4/17/2023 19:41,United States,"Rockville, MD",Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Senior Scientist,5,110000,N/A (no overtime/salaried),15-Oct,Not Applicable/None,2000,5000 stocks to be vested over the time,3,75% employer 25% employee,Have not been long enough to have an annual yearly raise,,Okay'ish. Hard to predict whats going on. 
4/19/2023 12:54,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Director,Bachelors or Equivalent,None,Manage MSAT Engineers,9,245000,N/A (no overtime/salaried),49000,Not Applicable/None,,N/A,5% 401k match,"Medical/Dental, FSA/HSA",Have not been long enough to have an annual yearly raise,17500,
4/25/2023 9:07,United States,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Senior Associate,Masters or Equivalent,None,,1,95000,1.5x base,Depends on companies performance ,5000,10000,,,,Have not been long enough to have an annual yearly raise,,
5/10/2023 15:17,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Research Associate 2,Bachelors or Equivalent,None,Research Associate 2 Oligosynthesis chemist and some organic synthesis ,3,80000,N/A (no overtime/salaried),10% of salary ,Not Applicable/None,,I have stock and options but don’t know the total,401k up to 5% match ,Cigna ,Have not been long enough to have an annual yearly raise,5000,"Fantastic company. Incredible working environment, amazing culture and treated well by managers. "
5/12/2023 23:33,United States,Philadelphia ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,M1,Bachelors or Equivalent,None,,2,100000,N/A (no overtime/salaried),13%,Not Applicable/None,0,0,4.5% match plus pension ,Amazing ,4.50%,,
5/18/2023 15:16,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Government,1-50,Scientific Project Manager,Masters or Equivalent,PMP,manage multiple projects within biopharma supporting consortia collaboration and technology advances. ,20,90000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,0,11% 401k Match,"very inexpensive, health, vision, dental, std, ltd, etc. ",2,0,na
5/21/2023 21:55,United States,Boston,Pharmaceutical (including “big pharma”),Catalent,Public,5000+,Manufacturing Tech II,Bachelors or Equivalent,None,,3,61900,10% shift differential -1.5x after 40hrs - 2x on Saturdays ,4333,Not Applicable/None,,,401k match up to 6%,,5%,,"Good for experience if starting career. Management is a mess, but they’ll treat you nice if they like you, at least in MFG."
5/28/2023 15:21,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Scientist,Bachelors or Equivalent,None,R&D,15,135000,N/A (no overtime/salaried),12%,$15k,15000,,,,3%,,
6/3/2023 1:05,United States,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Scientist 2 (AD equivalent),PhD or Equivalent,None,CMC technical development,6,176800,N/A (no overtime/salaried),40000,25000,10000,,,,4,,
6/7/2023 17:02,United States,seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,research associate I,Bachelors or Equivalent,None,in vivo and histology work,1,66000,N/A (no overtime/salaried),10%,"option to buy 15,000 shares",,option to buy shares,401k match,"health, dental, vision",10% (due to 2022 inflation) ,5000,
6/8/2023 8:16,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Associate Director,PhD or Equivalent,None,individual contributor in data sciences for clinical development. No direct reports,10,191000,N/A (no overtime/salaried),38000,40000,5000,Annual RSU grant that vests over 3 year,2 to 1 match up to 3% employee contribution ,,3%,,
6/12/2023 11:29,United States,Bay Area,Pharmaceutical (including “big pharma”),Cell and Gene Therapy Clinical Phase Startup,Public,50-200,"Associate Director, Supply Chain",Bachelors or Equivalent,None,Supply Chain is a non-scientist role under Technical Operations. ,10,208000,N/A (no overtime/salaried),17.50%,50000,17500,15500,4% match,,4%,,
6/13/2023 23:20,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Research Associate,Bachelors or Equivalent,None,Protein Science - Expression and Purification,7,110000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
6/14/2023 1:07,United States,Philadelphia ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior scientist,PhD or Equivalent,None,Senior scientist- characterize bio therapeutics by mass spec. Manage collaborations and develop automation workflows.,4,152000,N/A (no overtime/salaried),23000,Not Applicable/None,15000,0,4.5% 401k match and pension,HSA and high deductible health insurance,4,25000,
6/15/2023 19:39,United States,Bay Area,Pharmaceutical (including “big pharma”),AbbVie,Public,,Associate Scientist I,Bachelors or Equivalent,None,,2,82000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000,,,,Have not been long enough to have an annual yearly raise,,
6/17/2023 19:56,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Principal Scientist,PhD or Equivalent,None,,21,167000,N/A (no overtime/salaried),33400,Not Applicable/None,,140000,401k match up to 5%,standard healthcare and life insurance overall pretty cheap,4,8000,
6/23/2023 0:48,United States,Bay area ,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,"Manager, Analytical Development and QC ",Bachelors or Equivalent,None,,8,113000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,3%,,
6/23/2023 14:54,United States,RESEARCH TRIANGLE,Pharmaceutical (including “big pharma”),BIOGEN,Public,5000+,ASSOCIATE 2,Bachelors or Equivalent,None,QC ASSOCIATE 2,4,68000,N/A (no overtime/salaried),5000,Not Applicable/None,0,16 RSU EACH YEAR 4 VESTED OUT EVERY YEAR,401K UPTO 3%,GOOD HEALTH CARE. ,4,,GOING THOUGH TOO MUCH CHANGES. NEW CEO.
6/24/2023 9:11,United States,NYC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director - Marketing,Masters or Equivalent,None,,6,170000,N/A (no overtime/salaried),17.5% usually more based on company performance,$10k,,Yearly RSU plan given with bonus. 25% vests every year for 4 years. ,401k match of 6%,"Various healthcare plans including PPO, HSAs etc. ",7%,,
6/27/2023 1:21,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Lead Scientist,PhD or Equivalent,None,Data Science,6,175000,N/A (no overtime/salaried),26000,Not Applicable/None,,,9% 401k match,,Have not been long enough to have an annual yearly raise,,
7/7/2023 1:28,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,Scientist II,PhD or Equivalent,None,,3,141000,N/A (no overtime/salaried),12%,14000,,None,401k match 5%,,4.50%,,
7/7/2023 1:39,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Bachelors or Equivalent,None,,3,85000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,"10,000",401k match 6%,"Kaiser HMO, HSA contributions",1%,,
7/8/2023 9:46,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist 1,PhD or Equivalent,None,,0,123000,N/A (no overtime/salaried),15500,Not Applicable/None,0,15000,"8% contribution from company, 1% match",Average coverage,Have not been long enough to have an annual yearly raise,70000,
7/9/2023 16:51,United States,Boston,Pharmaceutical (including “big pharma”),AstraZeneca,Public,5000+,Senior Scientist ,Masters or Equivalent,None,,10,160000,N/A (no overtime/salaried),35000,25000,0,,,,3,,
7/12/2023 12:26,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Clinical Specialist,Bachelors or Equivalent,None,Process improvement and inspection readiness,2,100000,N/A (no overtime/salaried),20000,10000,,,,,Have not been long enough to have an annual yearly raise,,
7/13/2023 2:53,United States,bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Associate Scientist,Bachelors or Equivalent,None,"Associate Scientist - biophysics, structural bio, protein science. individual contributer, research/discovery focused some development",3,113000,N/A (no overtime/salaried),13560,5000,,ISO and RSU offered. ESPP with stock purchased at 15% discount on the lower price of initial date and purchase date,401K flat 4% contribution (no employee contribution required),"100% employer paid premium; HSA contribution of $2k annually if on HDHP (3K deductible, 5k oop)",Have not been long enough to have an annual yearly raise,,
7/15/2023 22:08,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Pharmacovigilance Operations Manager ,Bachelors or Equivalent,None,,5,165,N/A (no overtime/salaried),20,Not Applicable/None,,,,,3%,,
7/16/2023 18:15,United States,Boston,Pharmaceutical (including “big pharma”),BMS,Public,5000+,QC Analyst ,Bachelors or Equivalent,None,"Environmental monitoring, microbial identification, cell therapy, GMP ",0,72800,1.5x base,Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
7/17/2023 0:03,United States,Boston,Pharmaceutical (including “big pharma”),Lyndra Therapeutics,Start-up,50-200,Scientist I,PhD or Equivalent,None,R&D ,0,105000,N/A (no overtime/salaried),11550,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,"struggling a lot, avoid avoid avoid "
7/21/2023 14:55,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Masters or Equivalent,None,"molecular cloning, assay development",7,89000,N/A (no overtime/salaried),4000,Not Applicable/None,0,"Sign-on option package, annual options awarded, ESPP",Up to 4% retirement match,"Several options for health, dental, vision, F/HSA at differing costs/deductibles",Company/Institution does not have annual yearly raise,,
7/21/2023 17:47,United States,Boston,Pharmaceutical (including “big pharma”),Vertex Pharmaceuticals,Public,1000-5000,Computational Biology Intern,PhD or Equivalent,None,,0,104000,1.5x base,Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,5000,10-Sep
7/21/2023 21:56,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,CQV Consultant,Masters or Equivalent,None,Validation Engineering consultant(engineering firm)at a start up. Apply validation plan to assets and qualify ,3,130000,1x straight time,Not Applicable/None,Not Applicable/None,0,N/A,N/A,Cost of healthcare thru marketplace included in salary no group plan ,Have not been long enough to have an annual yearly raise,0,10/10 very small eng firm and small start up both great culture
7/22/2023 11:28,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Compliance Specialist,Masters or Equivalent,None,,2,100000,N/A (no overtime/salaried),8000,Not Applicable/None,,,6% match,,Have not been long enough to have an annual yearly raise,,
7/25/2023 1:32,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate II,Bachelors or Equivalent,None,,3,90000,N/A (no overtime/salaried),9000,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
7/28/2023 13:45,United States,Bay Area,Pharmaceutical (including “big pharma”),Joinn Biologics,Private,50-200,Sr. Scientist,Masters or Equivalent,None,,5,12700,N/A (no overtime/salaried),up to 10%,Not Applicable/None,0,0,401k match 1x up to 3% and 0.5 x up to 5%,"Health insurance paid for by company from UHC/Kaiser. HSA, FSA available. ",3%,0,"3.5, Senior management plays favorites"
7/30/2023 7:37,United States,boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,Sr. Scientist - Oversee small R&D team for construct optimization,3,168000,N/A (no overtime/salaried),25000,30000,0,NA,Standard,Standard,Have not been long enough to have an annual yearly raise,0,
7/31/2023 14:55,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr. Clinical Trial Associate,Masters or Equivalent,None,,5,118000,ACRP,12%,4000,0,granted stock options upon joining and receive stock options every year,401K where they match 100% of the first 6%,Company pays 90%,3.50%,6000,
8/1/2023 5:45,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Scientist 1,Masters or Equivalent,None,,0,88000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,1000,,,,Have not been long enough to have an annual yearly raise,,
8/1/2023 19:27,United States,New York City,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Scientist,Bachelors or Equivalent,None,"Two promotions above entry level ""associate scientist"" here",3,97000,N/A (no overtime/salaried),7275,Not Applicable/None,5000,,401k match of 4.5% if you contribute 6%,,4,,Pearl River Site probably the worst site lol
8/3/2023 15:49,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Manager,Masters or Equivalent,PMP,Project manager specializing in mRNA/LNP therapeutics at CRO. Manage 2 junior scientists and lead team of 7.,9,125000,N/A (no overtime/salaried),12500,Not Applicable/None,0,0,(poor) 401k match,BCBS HDHP and PPO plans. HDHP is greatly subsidised (free for lowest tier). HSA contributions from employer.,10%,,
8/4/2023 13:46,United States,Boston/Cambridge,Pharmaceutical (including “big pharma”),Merck,Public,5000+,Scientist,Masters or Equivalent,None,,1,100000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000,,Pension after 3 years of service ,,Have not been long enough to have an annual yearly raise,,
8/6/2023 9:52,United States,"Columbus, OH",Pharmaceutical (including “big pharma”),Andelyn Biosciences,Start-up,200-1000,Scientist I,Bachelors or Equivalent,None,,1,63000,N/A (no overtime/salaried),"$1,800 ",Not Applicable/None,,,401k match 3%,,3,,"Trying to grow too fast causing major growing pains, leadership is cliquey and disrespectful of those below them, no real training program, high turnover.... but salaries are competitive"
8/10/2023 15:32,United States,Bay area,Pharmaceutical (including “big pharma”),Alkahest,Private,50-200,Scientist II,PhD or Equivalent,None,,3,149000,N/A (no overtime/salaried),30000,Not Applicable/None,10000,None,4% 401k match,Kaiser ,3%,5000,"Decent place to work but after acquisition by grifols is less great, no longer a small start up vibe and much more bureaucracy "
8/10/2023 15:39,United States,Boston,Pharmaceutical (including “big pharma”),Cambrex,Private,1000-5000,Microbiology Analyst,Bachelors or Equivalent,None,,5,39520,1.5x base after 40 hrs,2%,Not Applicable/None,,,,,1.50%,,
8/12/2023 20:20,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Manager,Bachelors or Equivalent,None,"Sr. Manager, MST. Tech transfer and process development. No direct reports.",12,155000,N/A (no overtime/salaried),26000,10000,5000,"Half options, half RSUs",401k match 100% up to 4%,,Have not been long enough to have an annual yearly raise,,"Very positive. Company values employees highly with very generous benefits package, hybrid WFH policy, transparency from leadership, collaborative work environment."
8/13/2023 16:46,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Senior Engineer I,PhD or Equivalent,CSWP,,3,135000,N/A (no overtime/salaried),20250,35000,45000,,401K 4.5%,,Have not been long enough to have an annual yearly raise,25000,
8/21/2023 17:50,United States,Bay Area ,Pharmaceutical (including “big pharma”),Nurix Therapeutics,Public,200-1000,Sr. Research Associate ,Masters or Equivalent,None,,6,121000,N/A (no overtime/salaried),10%,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
8/26/2023 3:25,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,Scientist - Downstream process development,6,110000,N/A (no overtime/salaried),11000,10000,,,6% 401k match plus additional 3% base,,3.15,,
8/27/2023 13:37,United States,boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Clinical Project Manager,Masters or Equivalent,None,Clinical Operations,5,125000,N/A (no overtime/salaried),"18,750",Not Applicable/None,,,,,15.50%,,
9/1/2023 2:21,United States,Boston,Pharmaceutical (including “big pharma”),Vertex,Public,5000+,Sr Packaging Engineer,Bachelors or Equivalent,None,,5,112500,N/A (no overtime/salaried),13500,40000,7500,,,,Have not been long enough to have an annual yearly raise,,
9/20/2023 20:31,United States,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Scientist,Bachelors or Equivalent,None,"Upstream process development in CRO. Develop, optimize and troubleshoot SUB using CHO",8,145000,N/A (no overtime/salaried),15000,Not Applicable/None,5000,,"3% 401k match, company contributes 3% of salary towards retirement regardless of contributions","Free - 100% covered by company, FSA matching up to $3000",Have not been long enough to have an annual yearly raise,,
9/21/2023 15:22,United States,San Diego,Pharmaceutical (including “big pharma”),Gilead,Public,5000+,Senior Manager of Engineering,Bachelors or Equivalent,None,,8,156000,N/A (no overtime/salaried),29000,30000,10000,40000,"15,000 match",,7,,
9/22/2023 1:13,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,,0,110000,N/A (no overtime/salaried),11000,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,9000,
10/1/2023 21:41,United States,Seattle,Pharmaceutical (including “big pharma”),BMS,Public,5000+,Sr. Scientist,Masters or Equivalent,None,,5,150000,N/A (no overtime/salaried),15000,Not Applicable/None,35000,,,,3,,
10/5/2023 4:29,United States,San Francisco ,Pharmaceutical (including “big pharma”),Tacit Therapeutics,Start-up,1-50,RA 1,Bachelors or Equivalent,None,Entry level research associate 1 with 3 years of internship industry experience. Building an RNA editing therapeutic platform. ,3,80000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,"Offered 15,000 shares or 0.1% of the company which is $40,000 of imaginary money ",No 401k matching. Only medical. ,Basic healthcare plan ,Have not been long enough to have an annual yearly raise,,"Interviewed with the company. Offer was rescinded due to me countering their offer by 12%. Somewhat unprofessional team. I reached out to prior employees and the story was consistent, the CEO was trigger happy with new hires/fires. They seemed disorganized, and I had never been penalized for standard negotiation tactics before. "
10/8/2023 0:15,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Manager,Masters or Equivalent,None,Manager - G&A function,5,130000,N/A (no overtime/salaried),17500,"10,000 in RSU",10000,,6% match 401k,Excellent healthcare benefits - approx $250 biweekly for family of 3. $500 deductible. BCBMA with national coverage. ,5.50%,,
10/8/2023 22:12,United States,New Jersey,Pharmaceutical (including “big pharma”),CQV Consulting Firm,Subsidiary,1000-5000,CQV Project Manager,Masters or Equivalent,None,,10,130000,1x ,Not Applicable/None,Not Applicable/None,0,,,,3%,,
10/17/2023 16:40,United States,Bay Area ,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr Scientist,Bachelors or Equivalent,None,,7,124500,N/A (no overtime/salaried),24500,Not Applicable/None,,,,,5%,,
