Timestamp,What country do you work in?,Where is the closest major city or hub?,Where are you located?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,What degrees do you have? ,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity/Stock Option,Compensation - Most recent annual yearly raise (%),Compensation - Sign on Bonus Value,Compensation - Sign on Stock/Equity Options,Compensation - Retirement Benefits (free text),Compensation - Retirement Percent Match (free text),Compensation - Healthcare Benefits (free text),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review,"[Optional] Work Life Balance - On average, how many hours do you work per week",Survey Feedback
10/14/2024 20:00:59,,,"South & Mountain West (TX to AZ, North to MT)",Medical/Health Devices,Prefer not to say,Private,200-1000,Clinical Research Manager,Bachelors or Equivalent,None,,8,150000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,Unsure,,,,,30 - 35,
10/15/2024 9:02:01,,,"New England (MA, CT, RI, NH, VT, ME)",Biotech Equipment,Prefer not to say,Public,5000+,Senior Automation Engineer,Bachelors or Equivalent,None,,7,135000,N/A (no overtime/salaried),10%,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,6%,,,,,41 - 45,
10/15/2024 17:30:32,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,50-200,Scientist 1,PhD or Equivalent,None,,7,120000,N/A (no overtime/salaried),12%,Stock options,Have not been long enough to have an annual yearly raise,,,401K match ,,,,,,
10/15/2024 21:54:11,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Subsidiary,1-50,Director,Bachelors or Equivalent,None,"Director of Data Management, Head of Department",14,220000,N/A (no overtime/salaried),44000,20000,Have not been long enough to have an annual yearly raise,20000,,401K 3.5% Match,,,,,46 - 50,
10/16/2024 13:11:03,,,"DC Metro Area (DC, VA, MD, DE)",Contract Research Organization,Prefer not to say,Subsidiary,200-1000,Senior Scientist,PhD or Equivalent,None,,10,135000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3.50%,,,3% match upon 5% contribution to 401k,,,,,41 - 45,
10/16/2024 13:41:20,,,"New England (MA, CT, RI, NH, VT, ME)",Biotech Equipment,Akoya Biosciences,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,IHC/IF project development and completion. Support team for customers with PCF/HT instruments,4,82000,N/A (no overtime/salaried),2000,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401K 4% match,,,,"3/5 - good people, bad higher ups that are disorganized and make poor decisions",30 - 35,
10/16/2024 20:33:47,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Principal Scientist,PhD or Equivalent,None,,8,155000,N/A (no overtime/salaried),25000,Not Applicable/None,4,,,19,,,,,36 - 40,
10/16/2024 20:43:44,,,"New England (MA, CT, RI, NH, VT, ME)",Medical/Health Devices,Siemens Healthineers,Public,5000+,Biochemist I,Bachelors or Equivalent,None,A project manager for change projects,11,85000,N/A (no overtime/salaried),3000,Not Applicable/None,3%,,,6% 401k match at 100%,,Good insurance. ,,,41 - 45,
10/16/2024 21:14:11,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director - Policy & Government Affairs ,"Bachelors or Equivalent, Masters or Equivalent",None,,10,210000,N/A (no overtime/salaried),"50,000","50,000",3,,,401K match and add on,,,,,51 - 60,
10/17/2024 0:45:17,,,"Midwest (From OH to KS, North to ND)",Contract Manufacturing Organization,Thermo Fisher Scientific,Public,5000+,Supervisor,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,,7,109000,N/A (no overtime/salaried),8720,Not Applicable/None,4,0,0,Match up to 6%,,,,,41 - 45,
10/17/2024 3:04:40,,,United Kingdom and Ireland,Agrochem,Syngenta,Private,5000+,Principal scientist 1,PhD or Equivalent,None,,4,48000,N/A (no overtime/salaried),2000,Not Applicable/None,6,,,12%,,,,,41 - 45,
10/17/2024 9:49:00,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,BMS,Public,5000+,Sr. Specialist QA,Masters or Equivalent,None,QA validation for GMP labs ,4,99000,N/A (no overtime/salaried),8%,$67.00,3%,,,"6% match, annual 3% bonus into 401k ",,,,,41 - 45,
10/18/2024 9:43:16,,,russia,Medical/Health Devices,Prefer not to say,Public,1-50,Junior bioinformatician,"Bachelors or Equivalent, Masters or Equivalent",None,"Junior Bioinformatician, mantain scripts and pipelines, do bioinformatics work for labs without bioinformatician (similar to core facility in western universities)",1,960000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,i don't know...,,,,,Less than 30,
10/18/2024 12:09:47,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Pfizer ,Public,1000-5000,Scientist (R3),Masters or Equivalent,None,Wet lab scientist with masters degree and at present 3 years experience,3,103000,N/A (no overtime/salaried),5%,Not Applicable/None,3%,10000,,"4.5% - first 3% match, match 50% of next 3% so if you do 6% you get 4.5% match ",,,,I really love my job and role ,36 - 40,
10/18/2024 13:59:48,,,"Midwest (From OH to KS, North to ND)",Big Pharmaceuticals,Eli Lilly,Public,5000+,Principal Engineer,"Bachelors or Equivalent, Masters or Equivalent",Six Sigma Green/Black Belt,,6,120000,N/A (no overtime/salaried),16000,5000,Have not been long enough to have an annual yearly raise,15000,0,"401K match 6%, pension",,,34000,Amazing company with a great work life balance and strong continuing education benefits. ,30 - 35,
10/18/2024 14:27:07,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Pfizer ,Public,1000-5000,Scientist (R3),Masters or Equivalent,None,Wet lab scientist with masters degree and at present 3 years experience,3,103000,N/A (no overtime/salaried),5%,Not Applicable/None,3%,10000,,"4.5% - first 3% match, match 50% of next 3% so if you do 6% you get 4.5% match ",,,,I really love my job and role ,36 - 40,
10/18/2024 16:03:51,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,Comp bio focused R&D,0,150000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,"401k available, no match",,,10000,,36 - 40,
10/19/2024 18:08:47,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Agriculture,Prefer not to say,Private,5000+,Principal Scientist II,PhD or Equivalent,None,Protein Engineering,15,135000,N/A (no overtime/salaried),15%,Not Applicable/None,5%,0,0,5% 401k,,Employee + Kids @ $325/Month. Really solid benefits,Completely covered. Likely ended up at $40k+,Awesome. Hits top Sci mag employers every year.,36 - 40,
10/20/2024 19:28:29,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Precigen,Public,50-200,Manufacturing Associate I,High School or Equivalent,None,"Allstream manufacturing technician. Performed cell culturing and protein purification, as well as reagent and buffer prep. ",3,70000.4,N/A (no overtime/salaried),7000,950,Have not been long enough to have an annual yearly raise,0,0,"401K match, 5%",,"Plenty of options, FSA, HSA, etc.",,,46 - 50,
10/21/2024 0:28:18,,,Canada,Big Pharmaceuticals,Roche,Private,5000+,Computational biologist (contract),PhD or Equivalent,None,,2,110000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,0,None,None ,,None ,,,36 - 40,
10/21/2024 9:41:34,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Takeda,Public,5000+,Associate Director,Bachelors or Equivalent,None,Automation,16,195000,N/A (no overtime/salaried),40000,15000,3.25%,20000,,4$ match guaranteed. Additional based on years and performance. ,,,,,41 - 45,
10/22/2024 1:48:45,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Private,50-200,"Associate Director, CMC",PhD or Equivalent,None,Process Development and oversee CDMO,9,198000,N/A (no overtime/salaried),40000,100000,3,0,0,401k match 6%,,,,,41 - 45,
10/22/2024 10:25:11,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Industrial Biotech,Prefer not to say,Private,50-200,"Manager, R&D",PhD or Equivalent,None,,8,125000,N/A (no overtime/salaried),20000,Not Applicable/None,3,0,0,401K 3% match,,,,,36 - 40,
10/22/2024 10:25:22,,,"Midwest (From OH to KS, North to ND)",Big Pharmaceuticals,Prefer not to say,Public,50-200,Senior Manager,Bachelors or Equivalent,None,Analytical Development,13,162750,N/A (no overtime/salaried),24412,24412,5%,,100000,4.5% total match with 6% employee contribution,,"Very positive. Company values employees highly with very generous benefits package, hybrid WFH policy, transparency from leadership, collaborative work environment.",,,36 - 40,
10/22/2024 14:07:31,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Merck,Private,5000+,Senior Specialist,Masters or Equivalent,None,,4,125000,N/A (no overtime/salaried),125000,Not Applicable/None,Have not been long enough to have an annual yearly raise,7000,,401k match upto 6%,,,10000,,,
10/22/2024 18:31:18,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,50-200,Associate Scientist II,"Bachelors or Equivalent, Masters or Equivalent",None,,1,79000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,NA,,,,,36 - 40,
10/22/2024 21:24:51,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Kenvue (formerly J&J),Public,5000+,Scientist II,Masters or Equivalent,None,,3,97100,N/A (no overtime/salaried),"4,000",Not Applicable/None,4%,,,Up to 9% match,,"high deductible of $1,800 single/3,600 family",,,41 - 45,
10/23/2024 6:00:40,,,Germany,Contract Research Organization,Prefer not to say,Start-up,1-50,Lab Manager,Bachelors or Equivalent,None,,2,50000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,none,,,,,36 - 40,
10/23/2024 10:45:33,,,"DC Metro Area (DC, VA, MD, DE)",Early stage Biotech,Prefer not to say,Public,1-50,Director,"High School or Equivalent, Masters or Equivalent",PMP,Corporate Strategy and Project Management,7,200000,N/A (no overtime/salaried),"$40,000","$25,000",3%,0,"10,000 option shares",401k match up to 4%,,"Offered, but I don’t use ",N/A,,41 - 45,
10/24/2024 10:56:15,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Prefer not to say,Private,200-1000,Scientist II,PhD or Equivalent,None,,6,110000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000,,5%,,,,,36 - 40,
10/25/2024 8:23:06,,,Central VA,Big Pharmaceuticals,SK pharmteco,Private,200-1000,QC Chemist I,Bachelors or Equivalent,None,,3,65000,N/A (no overtime/salaried),"4,000","Get shares, don’t know how much","5% in 2022, none since",,,4% match 2.5% stock? Idk lol,,Meritain Health PPO -$70 per paycheck,"Relocation assistance, not sure how much ",,36 - 40,
10/25/2024 13:03:59,,,"Pharma Central (NY, NJ, PA)",Engineering/Design,Prefer not to say,Private,1000-5000,Sr. Process Engineer,"Associate’s Degree or Equivalent, Bachelors or Equivalent",None,"Sr. Process Engineer responsible for managing process team during Concept, BOD, and facility Detailed Design.",15,175000,N/A (no overtime/salaried),"$8,000",Not Applicable/None,6%,,,401k - 4% match,,"Healthcare, Dental, life insurance, HSA",,,36 - 40,
10/25/2024 13:26:04,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Private,50-200,Scientist II,Masters or Equivalent,None,,14,135000,N/A (no overtime/salaried),16500,Not Applicable/None,4000,,,401K match of 4%,,,,,41 - 45,
10/25/2024 22:24:28,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Moderna,Public,5000+,Scientist,PhD or Equivalent,None,,1,134000,N/A (no overtime/salaried),20000,45000,Have not been long enough to have an annual yearly raise,3000,,4.5,,$250 deductible blue cross blue shield,45000,Can be toxic depending pm your team but so far I’ve enjoyed working here. ,41 - 45,
10/26/2024 11:32:46,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Sanofi,Public,5000+,Quality Control Manager,Bachelors or Equivalent,None,"Manage operations of QC chemistry lab to support release of material, stability studies, and other projects.",2,133000,N/A (no overtime/salaried),26600,Not Applicable/None,Company/Institution does not have annual yearly raise,5000,N/A,150% 401k match up to 6%,,,,,46 - 50,
10/26/2024 15:10:30,,,"New England (MA, CT, RI, NH, VT, ME)",Agriculture,Prefer not to say,Start-up,1-50,Research Assistant,Masters or Equivalent,None,RA - Microbiology-focused ,1,70000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k match: 50%,,BCBS Massachusetts,,"Work is not very fulfilling, but I have a decent salary as an RA and the company is very chill about work/life balance.",30 - 35,
10/26/2024 20:49:51,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Sr. Scientist ,PhD or Equivalent,None,Program lead,7,183500,N/A (no overtime/salaried),20000,Not Applicable/None,4%,,,None,,,,,51 - 60,Sub industry was challenging to fill out. What is the category for small size drug discovery companies?
10/27/2024 9:43:52,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,50-200,Sr Scientist,PhD or Equivalent,None,,3,148000,N/A (no overtime/salaried),17.50%,Not Applicable/None,3%,,,401k match,,,,,36 - 40,
10/28/2024 13:09:50,,,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Start-up,1-50,Associate Director ,"High School or Equivalent, PhD or Equivalent",None, Process Development for cell therapy product,9,200000,N/A (no overtime/salaried),30000,Not Applicable/None,10%,0,NA,401K 4% match by employer ,,,,,46 - 50,
10/28/2024 14:00:08,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Amgen,Public,5000+,Sr Marketing Manager,Bachelors or Equivalent,None,Work in marketing for oncology medicines,14,180000,N/A (no overtime/salaried),$25000-35000,"$15,000",2-3%,0,"$25,000",10% of cash compensation match,,Standard,Relocation benefit with house sale and purchase assistance and 2 months of corp housing,Good work/life balance and 100% remote in commercial. Well managed company. Colleagues are easy to work with for most part. ,Less than 30,Thanks for doing this!
10/28/2024 17:17:01,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Medical/Health Devices,JnJ Vision Jax,Public,1000-5000,Project Manager ,Bachelors or Equivalent,PMP,Project Manager for engineering department ,10,150000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5%,0,0,5% match,,,,,41 - 45,
10/28/2024 18:11:33,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Vertex,Public,5000+,"Associate Director, Market Access","High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent","MBA, MPH",Market Access Strategy,15,185000,N/A (no overtime/salaried),15%,25000,Have not been long enough to have an annual yearly raise,0,0,401k match 4.5%,,HSA contribution,,,41 - 45,
10/28/2024 18:27:42,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,50-200,Senior Scientist,"Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,,10,161000,N/A (no overtime/salaried),10%," RSU, Options ~25k",4%,,"RSU, Options and ESPP",30% 401k match,,"covered 90% insurance for employee and 80% for dependents, very low deductible and copay. FSA/HSA available, free dental and vision",,,30 - 35,
10/29/2024 13:57:47,,,"New England (MA, CT, RI, NH, VT, ME)",Contract Research Organization,Prefer not to say,Private,1-50,Marketing Specialist,Masters or Equivalent,None,,2,73500,N/A (no overtime/salaried),5000,Not Applicable/None,Company/Institution does not have annual yearly raise,,,401k match,,,,,30 - 35,
10/30/2024 15:08:23,,,United Kingdom and Ireland,Contract Research Organization,Prefer not to say,Public,1000-5000,Associate Director,PhD or Equivalent,None,,10,80000,N/A (no overtime/salaried),9500,6000,4,,,8%,,Private healthcare,,,41 - 45,
10/30/2024 16:40:22,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Gilead,Public,5000+,Business Analyst (Jr),"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,,2,102000,N/A (no overtime/salaried),7500,9000,Have not been long enough to have an annual yearly raise,,RSU,100%,,,25000,,Less than 30,
10/30/2024 17:27:48,,,"Pharma Central (NY, NJ, PA)",Academia/Research/Institution,MGB,Government,5000+,Bioinformatics Engineer,Masters or Equivalent,None,Handle the software pipelines of dept of pathology ,3,92000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,Nothing as I’m a contractor,,,,,30 - 35,
11/1/2024 15:45:10,,,"New England (MA, CT, RI, NH, VT, ME)",Medical/Health Devices,Prefer not to say,Public,1000-5000,Data Scientist,PhD or Equivalent,None,Data Analysis clinical and preclinical data.,2,127000,N/A (no overtime/salaried),10%,Not Applicable/None,4%,10000,,7%,,HSA,,,Less than 30,
11/2/2024 11:30:21,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Prefer not to say,Private,200-1000,Computational Biologist II,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent",None,,3,165000,N/A (no overtime/salaried),16500,Not Applicable/None,4%,10000,,NA,,,,,30 - 35,
11/4/2024 11:13:29,,,Switzerland ,Big Pharmaceuticals,Prefer not to say,Public,5000+,Director,PharmD or Equivalent,RAPS,Director in Development/Patient Safety with a managerial responsibilities,24,220000,N/A (no overtime/salaried),44000,44000,3%,,,Match pension contributions c. 1:1.3,,Discounted fees,Available,,36 - 40,
11/4/2024 11:45:26,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Public,5000+,Senior Product Manager ,Bachelors or Equivalent,None,,14,160000,N/A (no overtime/salaried),27500,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k match 4%,,,,,46 - 50,
11/4/2024 22:11:14,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist II,PhD or Equivalent,None,,2,155000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,"401k, no match",,,,,41 - 45,
11/5/2024 1:35:16,,,Canada,Big Pharmaceuticals,AstraZeneca,Public,5000+,Manager of reporting,Masters or Equivalent,None,Manager of reporting - manage development of reports and dashboards to meet business needs,3,126000,N/A (no overtime/salaried),18900,Not Applicable/None,Have not been long enough to have an annual yearly raise,9000,,RRSP match 3%,,,,,Less than 30,
11/5/2024 14:43:05,,,United Kingdom and Ireland,Big Pharmaceuticals,Amgen,Public,5000+,Manager,PhD or Equivalent,None,,6,77500,5500,11000,10000,4.1,5000,,9%,,Health insurance ,,,,
11/5/2024 15:21:56,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Sr. Manager,PhD or Equivalent,None,,4,170000,N/A (no overtime/salaried),32000,30000,3,0,0,Upto 4% match,,,,,41 - 45,
11/5/2024 21:03:38,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Mid size  biotech ,Prefer not to say,Public,1000-5000,"Senior manager, global procurement ","Bachelors or Equivalent, Masters or Equivalent",None,Category management and strategic sourcing support- individual contributor,14,175000,N/A (no overtime/salaried),35000,30000,4,10000,30000,I don’t know ,,,,,41 - 45,
11/5/2024 23:00:46,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Korro,Public,50-200,Scientist,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,,0,130000,N/A (no overtime/salaried),15000,5000,Have not been long enough to have an annual yearly raise,5000,,401k match up to 3%,,Good healthcare. $80 biweekly cost. $3000 deductible but $3000 paid to HSA every year by employer,,,36 - 40,
11/5/2024 23:16:33,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Merck,Public,5000+,Sr Scientist,PhD or Equivalent,None,,3,162000,N/A (no overtime/salaried),24300,12000,4%,25000,None,Pension 3% + 0.75% 401k match on 6%,,,,,36 - 40,
11/6/2024 8:02:19,,,"New England (MA, CT, RI, NH, VT, ME)",Agriculture,Prefer not to say,Private,50-200,R&D Supervisor,Bachelors or Equivalent,None,Manage teams new product development,10,95000,N/A (no overtime/salaried),10%,Not Applicable/None,3%,10000,0,"401K, 6% match",,"Basic health package (dental, eyes, life)",Available but not used,,41 - 45,
11/6/2024 15:16:40,,,United Kingdom and Ireland,Contract Research Organization,Prefer not to say,Start-up,50-200,Automation Scientist,Bachelors or Equivalent,None,,4,38000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,4,,,"5% personal contribution, employer match",,,,,30 - 35,
11/6/2024 20:03:47,,,West Coast (California & Pacific Northwest),Academia/Research/Institution,Prefer not to say,Start-up,1-50,Research Associate III,Bachelors or Equivalent,None,Senior research associate doing biochemical and in vitro assays for ALS/AD drug discovery ,3,89500,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,No benefits,,Kaiser permanents health insurance ,,"Not a great place to work. Nice coworkers, terrible, abusive CEO ",46 - 50,
11/6/2024 22:56:04,,,"Midwest (From OH to KS, North to ND)",Food,Prefer not to say,Public,5000+,Associate Scientist,Bachelors or Equivalent,None,,2,78000,N/A (no overtime/salaried),20%,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,7% 401k match,,,,,30 - 35,too long
11/7/2024 16:17:21,,,"Pharma Central (NY, NJ, PA)",Academia/Research/Institution,Prefer not to say,Private,1-50,Director,MD or Equivalent,None,"Physician, direct trial site, conduct trials",20,350000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0,0,401K,,health and insurance,10000,Fun until it isn't,51 - 60,
11/7/2024 18:45:43,,,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Public,5000+,Deug Safety Director,PharmD or Equivalent,None,,18,265000,N/A (no overtime/salaried),66000,66000,4,0,0,401k match 12% ,,HSA 1000/yr,,,,
11/8/2024 14:28:34,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,Associate Scientist,Bachelors or Equivalent,None,,5,113000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3000,,,401K 5% match,,"BCBS PPO, no HSA",none,,30 - 35,
11/9/2024 11:30:27,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,,0,100000,N/A (no overtime/salaried),25000,Not Applicable/None,Have not been long enough to have an annual yearly raise,0,1% equity options over 4 years,None,,Premiums fully covered,,,Less than 30,
11/10/2024 0:51:08,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Private,5000+,Clinical Sales,PhD or Equivalent,None,Clinical Sales to Biopharma,1,130000,N/A (no overtime/salaried),70000,Not Applicable/None,2,0,0,401k match 50-100% of what you put in,,"Kaiser $110 copay monthly, dental and vision free",0,,Less than 30,
11/11/2024 3:45:28,,,"New England (MA, CT, RI, NH, VT, ME)",Contract Manufacturing Organization,Lonza,Public,5000+,QC Analyst 2,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,QC analyst 2 - Technical Transfers team supporting scientists. ,4,57000,1.5x base,4290,Not Applicable/None,cost of living % increase. ,,,6% 401k match,,Normal 3 tiered option,,,41 - 45,
11/11/2024 9:13:48,,,"Pharma Central (NY, NJ, PA)",Academia/Research/Institution,Prefer not to say,Private,50-200,Lab supervisor ,Bachelors or Equivalent,None,,10,96000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3,,,401k matching 5%,,,,,36 - 40,
11/11/2024 9:47:46,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,50-200,Scientist II,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, PhD or Equivalent",None,bioinformatics for biotech R&D,3,133000,N/A (no overtime/salaried),11000,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000,,401k 2% match,,"90% coverage for personal, 75% coverage for family",,,36 - 40,
11/11/2024 10:50:10,,,"Midwest (From OH to KS, North to ND)",Contract Manufacturing Organization,Thermo Fisher Scientific,Public,5000+,Quality Engineer III,Bachelors or Equivalent,ASQ Six Sigma Green Belt,"Quality Engineer - Investigation of deviation and implementation of CAPA plans, continuous improvement initiatives.",8,90000,N/A (no overtime/salaried),7200,Not Applicable/None,3.49,0,"ESPP - 6 month contribution period, purchase at 5% discount, no lookback provision","6% 401k match, can do traditional or Roth 401k. Additional 401k roll-over plan offered (have not explored)",,"UnitedHealthcare: PPO and two levels of HDHP, there is a spouse surcharge ($100 /period) if spouse can have insurance through their employment. 
PPO: $500 individual deductible, $1,000 family, with 10% coinsurance. $2,000 individual annual out-of-pocket max, $4,000 family. Separate prescription deductible/out-of-pocket max: $200 individual deductible, $400 family with $4,000 individual out-of-pocket max, $8,000 family.
Core HDHP: $1,750 individual deductible, $3,500 family, with 20% coinsurance. $4,000 individual annual out-of-pocket max, $8,000 family. HSA available, company contributes $500, can invest if balance greater than $1,000. Prescription deductible/out-of-pocket max not separate.
Basic HDHP: $2,250 individual deductible, $4,500 family, with 20% coinsurance. $5,500 individual annual out-of-pocket max, $11,000 family. HSA available, company contributes $500, can invest if balance greater than $1,000. Prescription deductible/out-of-pocket max not separate.",,,60+,
11/11/2024 12:35:45,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Sanofi,Public,5000+,Senior Research Associate,Masters or Equivalent,None,CMC Development ,4,91800,N/A (no overtime/salaried),9100,Not Applicable/None,4%,,,401k match 150% on first 6%,,"$130/month for traditional PPO, flexible FSA, $20 for standard office visits",,,36 - 40,Love that this exists!!
11/11/2024 15:17:55,,,Germany,Big Pharmaceuticals,Bayer,Private,5000+,Data Scientist,PhD or Equivalent,None,,2,78000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,2%,,,Company pension schema (germany),,,,,41 - 45,
11/11/2024 18:44:42,,,West Coast (California & Pacific Northwest),Biotech Equipment,Revvity,Private,1000-5000,Biochemist ,Bachelors or Equivalent,None,,2,56160,1.5,Not Applicable/None,Not Applicable/None,1.50%,0,0,1 to 1 401k match ,,,,,36 - 40,
11/11/2024 19:54:29,,,"Midwest (From OH to KS, North to ND)",Contract Research Organization,Prefer not to say,Private,1000-5000,Clinical Trial Associate ,Bachelors or Equivalent,None,,3,62000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3%,,,50% match up to 6%,,,,,36 - 40,
11/12/2024 1:25:40,,,West Coast (California & Pacific Northwest),Contract Research Organization,Prefer not to say,Private,1-50,Scientist II,PhD or Equivalent,None,,1,130000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k no match,,,,,46 - 50,
11/12/2024 15:55:38,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Novartis,Public,5000+,Principal Scientist,PhD or Equivalent,None,,4,160000,N/A (no overtime/salaried),25000,Not Applicable/None,3%,0,0,6% match,,.,,,,.
11/13/2024 2:52:49,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist,Bachelors or Equivalent,None,,4,75000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,200% match of 6% salary to 401(k),,,,,30 - 35,
11/14/2024 15:29:15,,,Canada,Contract Research Organization,PharmaPlanter Technologies,Start-up,1-50,Research Technician,"Bachelors or Equivalent, Masters or Equivalent",None,"No longer in the lab. Now working as a liaison between the marketing, QA/QC and r&d departments for product development.",1,58,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,not sure,,,,"Terrible. Unstructured, no direction, micromanaging, toxic, cheap.",36 - 40,
